image_id,top_color,bottom_color,top_type,bottom_type
0157648_jpg.rf.9e9904d4135f482f8d8d8e24ddedb689.jpg,darkgreen,None,DRESSES,None
0249319_jpg.rf.b6a770f0292eabd9ee26cf4b79dbcd56.jpg,lightgrey,None,DRESSES,None
0459635_jpg.rf.eeb814d2150153da5e23fb5ee03899b3.jpg,black,grey,SKIRTS,TROUSERS
0242273_jpg.rf.f8a8e1ec79218748327d7cf9a69d4b42.jpg,grey,rosybrown,DRESSES,TROUSERS
0344969_jpg.rf.1f721c402153a71c4613c51773647f0b.jpg,darkgrey,burlywood,COATS,TROUSERS
0281614_jpg.rf.bb4f3ba334725dcdfcd374dec15eaa68.jpg,antiquewhite,darkslategrey,DRESSES,TROUSERS
0943379_jpg.rf.5ab1bde07273eb4a2ab88f2d01ed8fc5.jpg,whitesmoke,dimgrey,DRESSES,TROUSERS
0003053_jpg.rf.ca3a563add67012228f1612cc4306272.jpg,sienna,darkslategrey,DRESSES,LOUNGEWEAR
0582753_jpg.rf.857d913707dc0726e67c5937a1138553.jpg,darkgreen,black,KNITWEAR,TROUSERS
0133396_jpg.rf.89fc65febfe0c3617f9d0ad6e3ce7d64.jpg,black,lavender,DRESSES,LOUNGEWEAR
0013652_jpg.rf.1b8b3ddd363b82dc2edeab3e263f7c58.jpg,gainsboro,darkslategrey,JACKETS,SHORTS
0290733_jpg.rf.d67f1f03fda7eca62fb82afd08de8a28.jpg,whitesmoke,dimgrey,KNITWEAR,TROUSERS
0687096_jpg.rf.e04d60f80b5cf31621f95dbd8c9786f3.jpg,lavender,darkolivegreen,KNITWEAR,TROUSERS
1073667_jpg.rf.42b4ff0b780a73351c03474349263ca4.jpg,black,None,DRESSES,None
0688983_jpg.rf.b635786ef548bc4a88b79b5587e04314.jpg,rosybrown,None,TOPS,None
0339564_jpg.rf.ab91b6457bd7fea225db00ea8a215bce.jpg,lightsteelblue,darkslategrey,DRESSES,SHORTS
0104070_jpg.rf.0e60b9ca6f7bab1dd0a938e7e06f743b.jpg,black,indianred,DRESSES,LOUNGEWEAR
0382682_jpg.rf.b21aee0aa4e14ab9ad4345ef65073d18.jpg,skyblue,rosybrown,TOPS,TROUSERS
0796991_jpg.rf.0932ce976d016863337236ced2193b0e.jpg,indianred,None,DRESSES,None
0572884_jpg.rf.7a0a7cb5012094f7bfba9c3a3b9f93e2.jpg,gainsboro,gainsboro,DRESSES,SHORTS
0274968_jpg.rf.74de72339576c04a9d2739787451aa34.jpg,darkkhaki,sienna,SKIRTS,TROUSERS
0339428_jpg.rf.ee034121871516c7fe9606e5d8fa23e4.jpg,palegoldenrod,None,DRESSES,None
0344789_jpg.rf.0a4710079ad9970704412af2cbef9efa.jpg,darkgrey,None,DRESSES,None
1011634_jpg.rf.6417f9e66c9276aac7232555f7fcb698.jpg,snow,None,DRESSES,None
0338491_jpg.rf.5098f4d648afb49fa5faaa5759111686.jpg,darkslategrey,darkslategrey,DRESSES,LOUNGEWEAR
0127078_jpg.rf.d1f3c2a5caeb9d876f971a4b282fe004.jpg,black,None,COATS,None
0131341_jpg.rf.7f722c9b7b5b7d232b4d9385a7c28d49.jpg,darkolivegreen,dimgrey,DRESSES,TROUSERS
0417955_jpg.rf.b636b64e6b6c749dea6921e6de81afb3.jpg,peru,None,DRESSES,None
0936906_jpg.rf.1065865df78bf1ae90ed98a893a67c52.jpg,white,None,DRESSES,None
0133008_jpg.rf.a797a2e85171a37de05b8a2284f1902b.jpg,silver,black,DRESSES,LOUNGEWEAR
0478968_jpg.rf.d64dbfa3412cefed7e4be61f372fc611.jpg,darkkhaki,grey,TOPS,TROUSERS
0172652_jpg.rf.4dc773c9a5733b5d02891c26bd85b578.jpg,burlywood,indianred,DRESSES,TROUSERS
0184389_jpg.rf.9be64d54925df1f438c3ef9c38eff7cb.jpg,black,None,DRESSES,None
0379974_jpg.rf.6c30b7a6d081d728da2bb7c219e3a4cb.jpg,lightslategrey,silver,DRESSES,TROUSERS
0306597_jpg.rf.b2b7dcb8235edcf2d9ac4f499d60797a.jpg,lightgrey,darkslategrey,DRESSES,TROUSERS
0148680_jpg.rf.df8371435ce777e96f073b8eb620046d.jpg,peachpuff,None,DRESSES,None
0970616_jpg.rf.74c7a10eea5d9cffc8d0bdca36de353d.jpg,darkgrey,grey,SKIRTS,LOUNGEWEAR
0415465_jpg.rf.2c1c449909b34f7d3a2c419b9ef80f25.jpg,white,None,DRESSES,None
0460106_jpg.rf.1fe91d7e2f5ce1ab6429df64b36e3a76.jpg,grey,sienna,DRESSES,TROUSERS
0452561_jpg.rf.6f00cf47e93ceedb1d8b1ceba1abccae.jpg,dimgrey,None,COATS,None
1107737_jpg.rf.81724948d2a8ceefef387ad017b35dfc.jpg,white,None,DRESSES,None
0182263_jpg.rf.a500af25792e488f2b3b15b8f02d1b40.jpg,dimgrey,grey,COATS,TROUSERS
1009669_jpg.rf.a7784f912406f74ac383ff96a2828633.jpg,black,black,DRESSES,TROUSERS
0455436_jpg.rf.28ea54b04401f631f8e9dd92b3e2a1d2.jpg,darkslategrey,None,KNITWEAR,None
0450000_jpg.rf.65e23d0544f62cb546565f4a259a963d.jpg,royalblue,silver,DRESSES,TROUSERS
0345257_jpg.rf.abc2f807b1d2838f6dd48658a10ce6db.jpg,burlywood,None,DRESSES,None
1057502_jpg.rf.6a0d564d960d6b2663007e15150b2c24.jpg,darkgrey,black,SKIRTS,TROUSERS
0345722_jpg.rf.04f3b523150e62f76459cdd56b6e5c60.jpg,darkkhaki,None,DRESSES,None
0166195_jpg.rf.ad7db96eb1d91c82228a59da09a9161f.jpg,silver,black,DRESSES,SHORTS
0447345_jpg.rf.e4989f95db3c158b53315f0278882de4.jpg,white,None,DRESSES,None
0351948_jpg.rf.5e1dc9d49c92d2ae71b31350a08ecfba.jpg,black,darkolivegreen,TOPS,TROUSERS
1066442_jpg.rf.15abb488daf4dd43f8199d3438055be7.jpg,darkslategrey,black,KNITWEAR,LOUNGEWEAR
0269631_jpg.rf.370a15192e49dcef67dd42a3ce77d758.jpg,lightslategrey,black,JACKETS,SHORTS
0483661_jpg.rf.bd03dedb5e0099e435b55d15f087bd43.jpg,lavender,rosybrown,DRESSES,SHORTS
0406733_jpg.rf.ed9c328b37178b47d6049404dd6d39b8.jpg,saddlebrown,darkslategrey,DRESSES,LOUNGEWEAR
0147170_jpg.rf.d8c924eb42eb7c151929a071cc6c5683.jpg,snow,None,DRESSES,None
0193523_jpg.rf.c20810de0125f932a084c9b1eca0f435.jpg,darkkhaki,wheat,DRESSES,TROUSERS
0071606_jpg.rf.99af60a0ddbf1691e15bf748fe0da0da.jpg,white,black,DRESSES,LOUNGEWEAR
0346563_jpg.rf.753b2b8e8353ac84cfc561e94ddbe5aa.jpg,darkgrey,darkgrey,KNITWEAR,SHORTS
0447208_jpg.rf.c1e0e5dc47367b28d6df238b46493c9f.jpg,purple,dimgrey,DRESSES,TROUSERS
0292521_jpg.rf.fe36bbafc9b6fa6921205389f6af49f0.jpg,silver,None,SKIRTS,None
0839823_jpg.rf.8638d001ee03760b40dd898a6805179b.jpg,lightgrey,None,DRESSES,None
1087902_jpg.rf.75d0626f6f3e1b1db12eabbe819b2f93.jpg,rosybrown,darkslategrey,DRESSES,LOUNGEWEAR
0580347_jpg.rf.bc84e8f705c025a378d1200d61930895.jpg,wheat,wheat,TOPS,TROUSERS
0465278_jpg.rf.420c379cb58f3ad43a22e96a6ab347c7.jpg,peru,None,DRESSES,None
0424582_jpg.rf.ca6d7d3fe67055d91b6efc9c3a8ccc65.jpg,floralwhite,darkslategrey,DRESSES,SHORTS
0381403_jpg.rf.41e286f9a53100bb002f51f119767338.jpg,black,darkolivegreen,DRESSES,TROUSERS
0268868_jpg.rf.a141973d6d37ce32f9ccb7f5b78c356e.jpg,grey,darkgrey,DRESSES,TROUSERS
0688982_jpg.rf.dde17caf0a38063d9f6c6fe0373e2306.jpg,tan,None,DRESSES,None
0156135_jpg.rf.a73be178a25720690e64959e0a1a145a.jpg,white,None,DRESSES,None
0164153_jpg.rf.e3ec64f520411185ad805e6460c0b609.jpg,snow,black,DRESSES,TROUSERS
0282482_jpg.rf.f721d49b3d1df2167030c8371cdb0502.jpg,silver,dimgrey,DRESSES,LOUNGEWEAR
0167934_jpg.rf.1217f8cd464180791d2c64e526b19e7a.jpg,whitesmoke,None,DRESSES,None
0350464_jpg.rf.f0f2879858d5f19160baece2ea4fc074.jpg,darkslategrey,darkslategrey,TOPS,SHORTS
0129127_jpg.rf.9f3b555685bd072337e38169de5b3d2e.jpg,gainsboro,None,COATS,None
0023533_jpg.rf.59bdc211391788d2dd8ea429d1934b3a.jpg,silver,grey,DRESSES,TROUSERS
0291216_jpg.rf.0b4c215dd1bdefacee4d48c7e13e7a2a.jpg,grey,midnightblue,DRESSES,SHORTS
0440808_jpg.rf.7739bc2724775c173ce0332576479030.jpg,whitesmoke,darkgrey,DRESSES,LOUNGEWEAR
0452956_jpg.rf.ad1e02a29e94fc86e8fc2a9faef1cbb0.jpg,snow,sienna,DRESSES,SHORTS
0164208_jpg.rf.addda9be351f696c101506846d5ca64f.jpg,grey,None,COATS,None
0403488_jpg.rf.a8bc0447baca874f32bb3001bd5e620a.jpg,gainsboro,rosybrown,DRESSES,LOUNGEWEAR
0468028_jpg.rf.18ac068aa457228f0c8ead2e8e81baf8.jpg,lavenderblush,None,DRESSES,None
0317338_jpg.rf.a31ca7b5223f30fbca716b34b989067d.jpg,gainsboro,silver,DRESSES,LOUNGEWEAR
0429670_jpg.rf.048b89836b83861fa1abe19f8b15f809.jpg,lightgrey,lightgrey,DRESSES,TROUSERS
0873916_jpg.rf.adf368edae8ed1c12b5d82ce398e4166.jpg,lightgrey,None,DRESSES,None
0500378_jpg.rf.82d4068ef5a4d6bf49fee243576bfdc9.jpg,lightsteelblue,lightgrey,DRESSES,SHORTS
0182215_jpg.rf.15d6c91ca91cd957aab52f074db4468d.jpg,sienna,saddlebrown,DRESSES,SHORTS
0931649_jpg.rf.969d83fa179e2e1295204f2e8f46bd51.jpg,tomato,black,DRESSES,LOUNGEWEAR
0696941_jpg.rf.352a6b746491de5201d24bddaed72c03.jpg,tan,burlywood,DRESSES,TROUSERS
0133568_jpg.rf.8438dd1a96eb27c5fcaa65143530216a.jpg,black,None,DRESSES,None
0422578_jpg.rf.3d5a14ec04d826b7853868d90497ff2f.jpg,black,rosybrown,DRESSES,TROUSERS
0331670_jpg.rf.a69ee02be50f3d7c4cab6086f9ec0960.jpg,white,darkgrey,DRESSES,TROUSERS
0384812_jpg.rf.2b1ec8b570fc8e03a94fdf33770d1e04.jpg,sienna,None,DRESSES,None
0885129_jpg.rf.cbff72e9e8e83e633e4e258e1c7333cf.jpg,black,None,KNITWEAR,None
1079373_jpg.rf.8825bc4ab8d70bb3db48b9d6b90bb457.jpg,white,darkolivegreen,DRESSES,SHORTS
0103309_jpg.rf.8791efff46a017ceb83ae7157703b8b9.jpg,white,None,DRESSES,None
0002846_jpg.rf.fe45d5bcdff0c8df3e671d4c2a52d0d0.jpg,grey,grey,SKIRTS,TROUSERS
0328479_jpg.rf.f8c752be5751a1b08ed5a20450a78c4d.jpg,sienna,peru,DRESSES,TROUSERS
0236525_jpg.rf.9ee9a95d0e7428009ddeba59c173fcec.jpg,snow,wheat,DRESSES,TROUSERS
0553247_jpg.rf.24265f0887114eddfd2692387da170aa.jpg,black,olivedrab,KNITWEAR,TROUSERS
0141274_jpg.rf.7f25c9b3faf05212ea260879ac01f012.jpg,khaki,None,DRESSES,None
1075629_jpg.rf.da0045525b2ae0728793a5f5bb909bef.jpg,darkgrey,None,DRESSES,None
0340117_jpg.rf.c906d8924d7ecf7cb6ea439d6e2c7512.jpg,lightsteelblue,black,DRESSES,LOUNGEWEAR
0130887_jpg.rf.e0e4021647830a1698693accc135b952.jpg,black,None,DRESSES,None
0369187_jpg.rf.49661fb23345ec4ffe889bd99c7a52e4.jpg,darkslategrey,darkolivegreen,DRESSES,TROUSERS
0497615_jpg.rf.00198dc1211515c3b20c07020b773bae.jpg,darkgrey,grey,COATS,TROUSERS
1078326_jpg.rf.e5411c8699a8fdbb506f1e943d319072.jpg,lightgrey,None,DRESSES,None
0610117_jpg.rf.766fe7c7d35665ed2e4295303b4868dd.jpg,rosybrown,sienna,DRESSES,TROUSERS
1026706_jpg.rf.32af9b016e2fc033153d9d53fc8c10b3.jpg,gainsboro,darkslategrey,DRESSES,SHORTS
0128945_jpg.rf.a5cde8f581b39728d6efbe04265b2cde.jpg,darkgrey,None,DRESSES,None
0175702_jpg.rf.a52901ca939467443c157d0bdb1b8c6c.jpg,snow,peru,DRESSES,LOUNGEWEAR
1005911_jpg.rf.79a7a2a497d26b1c6d54808ec3d897de.jpg,darkgrey,grey,DRESSES,LOUNGEWEAR
0341971_jpg.rf.5c56438b28d90af62b37117e886610b9.jpg,silver,darkgrey,DRESSES,TROUSERS
0418456_jpg.rf.c080ec8968f3e8fc742f656fe6b1fda7.jpg,whitesmoke,dimgrey,DRESSES,TROUSERS
0410967_jpg.rf.afc027f267e3723894db472344116839.jpg,black,black,DRESSES,LOUNGEWEAR
0443125_jpg.rf.3be9e8972b136b0cd063a6cd8c8c6806.jpg,wheat,wheat,DRESSES,LOUNGEWEAR
0430440_jpg.rf.3191d2a077aacde02cf7d30a81d42c86.jpg,oldlace,darkkhaki,DRESSES,LOUNGEWEAR
0419200_jpg.rf.c827899f5b87f741016845c88081798c.jpg,midnightblue,rosybrown,COATS,LOUNGEWEAR
0400068_jpg.rf.fd9d775bae7bce9b1e901ae1280b0ff5.jpg,wheat,sienna,DRESSES,TROUSERS
0812440_jpg.rf.e90663595f3ae7250970c0325a206a30.jpg,black,None,DRESSES,None
0426385_jpg.rf.b6cec2aed011a7ef6791993b7efd7c61.jpg,saddlebrown,black,TOPS,TROUSERS
0424384_jpg.rf.32d6a7c841fed8be5e6fbdbab6f25c06.jpg,lavender,lightsteelblue,DRESSES,LOUNGEWEAR
0405600_jpg.rf.efafe10041996d3639b58ecb5ebf5f8d.jpg,gainsboro,black,DRESSES,TROUSERS
0342528_jpg.rf.180bf04bf12a28a2a8a5ef9e37e4701f.jpg,palevioletred,linen,DRESSES,LOUNGEWEAR
0133168_jpg.rf.808ac626d88020414d229da2f7ef346b.jpg,maroon,None,DRESSES,None
0360561_jpg.rf.3f8c93e740725d0041180d553659db3e.jpg,darkslategrey,gainsboro,DRESSES,TROUSERS
0461581_jpg.rf.53b2835fea9110ed2f03d2cdaeabbcfb.jpg,grey,None,DRESSES,None
0468788_jpg.rf.0ad6737a1941df9f6cf5acca14b01a72.jpg,darkgrey,tan,DRESSES,LOUNGEWEAR
0161947_jpg.rf.1a52290b24ff4d9b94ac5c9f37ed7102.jpg,darkgrey,silver,DRESSES,TROUSERS
0441518_jpg.rf.3011030c1aee3cb5d396a322bb791545.jpg,darkkhaki,None,SKIRTS,None
0370956_jpg.rf.ed5ca2645058d7c657e9f96d3d0db3d8.jpg,black,None,SKIRTS,None
0503270_jpg.rf.792e7fe380dc4f575294976eb79196c2.jpg,lightgrey,grey,SKIRTS,SHORTS
0900137_jpg.rf.cc3237171b6a5082a151dc9cd1b25227.jpg,darkslategrey,None,DRESSES,None
0292718_jpg.rf.39addcd01c0cfb45172e114ab06a8eb7.jpg,black,None,DRESSES,None
0643359_jpg.rf.68b41b64daff3f1724ac4299e2fc16b4.jpg,black,None,DRESSES,None
1078864_jpg.rf.0532a46aeb881ba0a7880a0a334c11fa.jpg,black,saddlebrown,DRESSES,LOUNGEWEAR
0141263_jpg.rf.a9a37b89ad97c238a3948e770f2d5943.jpg,lavender,black,DRESSES,TROUSERS
0413289_jpg.rf.4f78c602c3acdfb59e96411a02fc9f4b.jpg,lightslategrey,None,DRESSES,None
0096216_jpg.rf.789fa4628878464cd6dbf2df3bf50dfc.jpg,black,dimgrey,DRESSES,TROUSERS
0428357_jpg.rf.f2f030ca8abefcb42b82d31f52a363ab.jpg,silver,None,SKIRTS,None
0597148_jpg.rf.44fe2c6dba9a7a77f29cfc81f7235fc0.jpg,black,saddlebrown,DRESSES,TROUSERS
0705518_jpg.rf.b4bcfc801f91e53dd2cb1950f1e96586.jpg,tan,None,DRESSES,None
0177704_jpg.rf.07b9afb5463439b5b0160957c607141e.jpg,whitesmoke,darkolivegreen,DRESSES,TROUSERS
0137910_jpg.rf.709a8f67d6fc8b638ca48bb256a0f7ad.jpg,darkolivegreen,lightsteelblue,DRESSES,TROUSERS
1020984_jpg.rf.7052cb75a35c58c9147ef39545eba2ca.jpg,darkslategrey,None,KNITWEAR,None
0686398_jpg.rf.31d4d99065b50dc5afe24a3e40b1a029.jpg,white,None,DRESSES,None
1035806_jpg.rf.317b99323f03649148502d72469afe19.jpg,saddlebrown,saddlebrown,DRESSES,TROUSERS
0415407_jpg.rf.e21ccd6d8c4c2bff4c19f7fe37409d95.jpg,white,slategrey,DRESSES,TROUSERS
0484723_jpg.rf.fea39edecf8bb8cd3249e1738870b5e7.jpg,grey,dimgrey,DRESSES,TROUSERS
0849848_jpg.rf.9402192dc5a5477e7948616392296ab4.jpg,whitesmoke,lightgrey,DRESSES,TROUSERS
0467085_jpg.rf.cc4b484a095bca754c8074e50d0a54aa.jpg,cornsilk,rosybrown,COATS,LOUNGEWEAR
0124990_jpg.rf.543af66bd5559f2b3f89230ad8415ee3.jpg,ivory,None,DRESSES,None
0417214_jpg.rf.f01e8b31052e6a57f7c769883ddc7a7d.jpg,darkgrey,snow,DRESSES,TROUSERS
0496684_jpg.rf.87880b28cd9e6e98c81cc75e77c96ea4.jpg,silver,burlywood,COATS,LOUNGEWEAR
0132703_jpg.rf.0728385229fb4b44af30a8d7d34f8bd0.jpg,sienna,lightslategrey,DRESSES,LOUNGEWEAR
0200493_jpg.rf.f2a24041807103e197cd889e7dd8928e.jpg,grey,None,DRESSES,None
0443337_jpg.rf.e9a58c612509b1cc8c46e85cdfc16f38.jpg,black,burlywood,DRESSES,TROUSERS
0149955_jpg.rf.0755b9cde702b26275647e2bfbe50a00.jpg,saddlebrown,None,DRESSES,None
0342729_jpg.rf.125efc5e10320837f1acdbfe9e3ebe8a.jpg,rosybrown,None,TOPS,None
0933338_jpg.rf.6d30e78c90a3f037c6d6ae7e6c3ee099.jpg,black,None,KNITWEAR,None
0416240_jpg.rf.6749eff7e9f37046770c92eb45fbc3c8.jpg,grey,silver,COATS,SHORTS
0949294_jpg.rf.023ecb843c7dad8d022abb3023e54650.jpg,lightgrey,None,DRESSES,None
0921265_jpg.rf.90c92dfddf77151ecd140d8d9bc9d145.jpg,darkolivegreen,None,DRESSES,None
0179665_jpg.rf.345c57747c8ad026ab89b403e619cce8.jpg,snow,mistyrose,DRESSES,LOUNGEWEAR
0613145_jpg.rf.6efd1648c92e1cb832388d7123b3c0ad.jpg,black,black,COATS,TROUSERS
0451295_jpg.rf.a4b239da6d6368393e7790bb9f9081ca.jpg,sienna,None,TOPS,None
0471620_jpg.rf.a99464d1c9ac9db5916d76c7f3ac73b7.jpg,maroon,darkkhaki,DRESSES,LOUNGEWEAR
0174287_jpg.rf.d8f97d5bae4a51426430d6085a58fb9a.jpg,lightslategrey,black,DRESSES,LOUNGEWEAR
0392447_jpg.rf.090b60e9fbd8b4010223eb19a4cd3aca.jpg,beige,powderblue,DRESSES,TROUSERS
0348996_jpg.rf.fbfe50cda7d6655c21b5ca5b717cef85.jpg,grey,grey,DRESSES,LOUNGEWEAR
1091626_jpg.rf.56631ebdb01808419395028ce0008693.jpg,dimgrey,gainsboro,DRESSES,LOUNGEWEAR
0454701_jpg.rf.9098965090ea9ae36cd731016b989adf.jpg,white,whitesmoke,DRESSES,LOUNGEWEAR
0405676_jpg.rf.aebab8ac18fa2eb9db1e318a384604b0.jpg,gainsboro,None,TOPS,None
0386963_jpg.rf.b68892426a545c645686fd479df51935.jpg,black,None,SKIRTS,None
0593529_jpg.rf.c5e7373fd6681516dc4db5cd4a037d7c.jpg,gainsboro,beige,DRESSES,TROUSERS
0365790_jpg.rf.a2bd067f376b3ea142c7e6d0fb77fd56.jpg,darkgrey,None,DRESSES,None
1052871_jpg.rf.366cc6d746bb8459e57ef5aa2c38e016.jpg,black,burlywood,TOPS,TROUSERS
1085308_jpg.rf.d4bcbd3a110d638c467bf5af764b2b6a.jpg,black,darkgrey,DRESSES,TROUSERS
0464944_jpg.rf.6e2a09ab73317d1d455c237ddc610249.jpg,darkgrey,lightgrey,DRESSES,SHORTS
0003862_jpg.rf.c5b97592df2728d445706994fb2015ab.jpg,burlywood,None,DRESSES,None
0853552_jpg.rf.158cfffadffa6e06034daa08f3334945.jpg,whitesmoke,black,DRESSES,LOUNGEWEAR
0409981_jpg.rf.7410c1b4276120927e36a26257a33659.jpg,peru,burlywood,DRESSES,SHORTS
0144861_jpg.rf.32efebc3037e0ed11b27a4bb3d987bd8.jpg,black,None,TOPS,None
0150569_jpg.rf.1dbe6dc184b7b7923aef530574bbd913.jpg,lavender,None,DRESSES,None
0388022_jpg.rf.c466e65e21893ec3d0154baf6d40ca51.jpg,palegoldenrod,darkslategrey,DRESSES,TROUSERS
1029743_jpg.rf.49b51b7db93a0f5050fcebf05f1f4ea3.jpg,gainsboro,None,DRESSES,None
0183493_jpg.rf.2fd3f469ae813431bedcabbf60d4635c.jpg,darkslategrey,None,KNITWEAR,None
0551478_jpg.rf.4fdb0e1526db243eedb7d92462b78732.jpg,darkslategrey,None,TOPS,None
1002648_jpg.rf.7c14a768daf8526918fbd0801ea10d0e.jpg,darkslategrey,None,DENIM,None
0641572_jpg.rf.417e412547bad3c2a1224affc74dfde3.jpg,snow,None,COATS,None
1031939_jpg.rf.c7ac2c2467036d9800ef0098faeeb87f.jpg,rosybrown,grey,DRESSES,SHORTS
0536609_jpg.rf.33a4f17cd3f0133d5b75cfc129035b54.jpg,lightgrey,black,DRESSES,LOUNGEWEAR
0688952_jpg.rf.552f1853b0514fab3735ba0e76ed2a3a.jpg,grey,wheat,DRESSES,TROUSERS
1012710_jpg.rf.93ee04380151f54a91e21b37363bd5cd.jpg,lightpink,None,TOPS,None
0857121_jpg.rf.1b594f14335bcd2830f08e355e635197.jpg,black,None,KNITWEAR,None
1046816_jpg.rf.e94911e1a24e2ead1dcf528532984952.jpg,lightcyan,whitesmoke,DRESSES,LOUNGEWEAR
1091817_jpg.rf.fdc976d142a650b0e7654000bcf9985f.jpg,mintcream,sienna,DRESSES,TROUSERS
1033440_jpg.rf.35390bd22612e85c65ca6079b4eae852.jpg,dimgrey,None,DRESSES,None
0398532_jpg.rf.4da6694e99107039f840f63402b360e0.jpg,black,None,SKIRTS,None
0409820_jpg.rf.59af9f2f825fa41045e850c1c06fa2d6.jpg,white,None,DRESSES,None
0368706_jpg.rf.e962de611745006ab30c71244a24c23b.jpg,sienna,navajowhite,DRESSES,LOUNGEWEAR
0143075_jpg.rf.389bae637863d00df7236b6b10bc5b04.jpg,darkslategrey,dimgrey,DRESSES,SHORTS
0388801_jpg.rf.5fcd866e31c8617ae18caca212c1fb49.jpg,sienna,rosybrown,DRESSES,LOUNGEWEAR
0400618_jpg.rf.2655fec27ae435a5f17cc1836c2adf51.jpg,black,blanchedalmond,DRESSES,LOUNGEWEAR
0580958_jpg.rf.b90eb65ae2a35ab5dabe37f371e113e5.jpg,grey,None,DRESSES,None
0143920_jpg.rf.272346af24cc89db888f11a5515debe0.jpg,darkslategrey,cornsilk,DRESSES,TROUSERS
0090389_jpg.rf.998daf1b97d4f0d36670755d3116ca6e.jpg,dimgrey,None,SKIRTS,None
0390320_jpg.rf.e17abc6f275ba3f53e53ae8dad388746.jpg,black,sandybrown,DRESSES,TROUSERS
0282687_jpg.rf.e2dc4162dd7b3573b1e75c7277fc89f4.jpg,lightgrey,None,DRESSES,None
0709719_jpg.rf.8f964ead1f8d942cc5a56389d7390e44.jpg,linen,dimgrey,DRESSES,TROUSERS
0987716_jpg.rf.871aa29e9e83d598fe4feef8c2fccbf4.jpg,black,black,KNITWEAR,SHORTS
0438409_jpg.rf.419d4ad8a47cceafdbdaaa3b1edd70cb.jpg,navajowhite,None,DRESSES,None
0370824_jpg.rf.e524db6dd09e84c49ccf184ce2f2dd64.jpg,dimgrey,dimgrey,DRESSES,TROUSERS
0134414_jpg.rf.e35c19bcb0de1d9cbd18ca4fbb6b00a0.jpg,darkgrey,None,JACKETS,None
0295270_jpg.rf.6d12fe0b8bc715747d934fd008b55968.jpg,darkgrey,darkolivegreen,DRESSES,TROUSERS
0479485_jpg.rf.d2ff1ae9135a263548c603e26f488057.jpg,black,dimgrey,DRESSES,TROUSERS
0613636_jpg.rf.5be0e8de93267445faaaf2b3028ec806.jpg,darkslategrey,wheat,SKIRTS,TROUSERS
1088360_jpg.rf.0c27ed575471bfe5f3e2ada161bc5937.jpg,rosybrown,brown,DRESSES,LOUNGEWEAR
0000148_jpg.rf.f5386f36ed9b9ab410c366657bea0454.jpg,darkgrey,black,DRESSES,TROUSERS
0339952_jpg.rf.e765e111b5f7e49c61d24a51b077111f.jpg,darkgrey,None,DRESSES,None
0632211_jpg.rf.155e0526bfbbb7a2f98e7e761dc35ebf.jpg,sienna,crimson,DRESSES,LOUNGEWEAR
1018767_jpg.rf.d974ec696b86701427eb177f923cb918.jpg,rosybrown,darkslategrey,DRESSES,TROUSERS
0158209_jpg.rf.812c52b593a097e48c3e75c144bdfcef.jpg,silver,darkslategrey,DRESSES,TROUSERS
0418687_jpg.rf.5adc3c849efa5be183d81debdadcf75d.jpg,lightslategrey,dimgrey,DRESSES,TROUSERS
0182854_jpg.rf.349c7d1557c67b5c0fa4dd8b7200e498.jpg,white,rosybrown,DRESSES,TROUSERS
1015450_jpg.rf.726f9d57322aef9972bdf15e2a2e5ef6.jpg,darkslategrey,grey,DENIM,SHORTS
0088844_jpg.rf.e2d6f5430af74ac3d77d7c5c1be104a1.jpg,lavender,dimgrey,DRESSES,TROUSERS
0393428_jpg.rf.67159eca54b02966fb8e5b24d49945b8.jpg,black,None,DRESSES,None
0166750_jpg.rf.7fa3f363df5a229c4521aa02c35156c6.jpg,darkslategrey,darkslategrey,DRESSES,LOUNGEWEAR
0426340_jpg.rf.c4ff42a0e3805d585c274da65aa8e73c.jpg,wheat,sienna,TOPS,SHORTS
0502034_jpg.rf.b91b67af900190c940df3df0ca83a4a8.jpg,dimgrey,None,DRESSES,None
0174754_jpg.rf.5498bc07360e7dbf3096ee49fe2688f1.jpg,darkslategrey,sienna,DRESSES,TROUSERS
0208196_jpg.rf.09ac6b88a08cc35ac62fe49bc14707f8.jpg,linen,silver,DRESSES,LOUNGEWEAR
1051808_jpg.rf.b344b71342114d02590bef5bf8181934.jpg,darkkhaki,darkkhaki,DRESSES,TROUSERS
0177288_jpg.rf.1ae47c035349da8bf3488abc61f87181.jpg,crimson,firebrick,TOPS,LOUNGEWEAR
0964936_jpg.rf.10c6895f03002384113a260aed270703.jpg,seagreen,None,SHIRTS,None
0378672_jpg.rf.c84ffd98b7c9a4dbb05e4f515f4ac929.jpg,gainsboro,wheat,DRESSES,SHORTS
0909505_jpg.rf.0b4837fdb60b5a98e6ab145166e26a05.jpg,whitesmoke,linen,TOPS,TROUSERS
0318190_jpg.rf.4f091b401c0f64cfba4c046a22d0e83b.jpg,darkslateblue,None,DRESSES,None
0138607_jpg.rf.0b4e6805d3baa6a7dab1b89b32abfd18.jpg,black,darkolivegreen,DRESSES,TROUSERS
0109219_jpg.rf.2a9b67e591ce8f916ee30a946b3993c1.jpg,darkslategrey,None,DENIM,None
0458459_jpg.rf.20657f85bf5e7be9fa2e662e8b4cce53.jpg,antiquewhite,None,DRESSES,None
0437895_jpg.rf.41cc01c8f34e55cfc8e1dd38648c4ec9.jpg,black,sienna,SKIRTS,LOUNGEWEAR
